name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Lutheran Services - Salem,LUTHERAN CHURCH OF AUSTRALIA QUEENSLAND DISTRICT,,lutheran-services-salem,kylie.defreece@lutheranservices.org.au,07 4687 4880,https://www.lutheranservices.org.au/aged-care/salem/,https://www.myagedcare.gov.au/find-a-provider/search/1ssg1v0x-lutheran-church-of-australia-queensland/aged-care-homes/lutheran-services-salem-1sts0szk,280 HUME Street,,SOUTH TOOWOOMBA,QLD,4350,,,active,myagedcare,residential_aged_care,,,"Salem is part of Lutheran Services, one of Queensland's longest established aged care providers. We welcome people of all belief, faiths and world views.",,,,,,,,Availability|Daisy Court - Premium|Nova Court|Nova Court - Premium|Cedar Court - Premium|Daisy Court - Classic|Aster and Cedar Courts|Nova Suites|Daisy Court - Classic|Aster and Cedar Courts,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 82% satisfaction; prepared onsite,,,,,,,,,,,,,92.22,104.79,unknown,,unknown,,,unknown,,,,,2026-03-19T16:06:29.784Z,,,,,,
Alpha And Jericho Multipurpose Health Service,Central West Hospital and Health Service,,alpha-and-jericho-multipurpose-health-service,corey.weller@health.qld.gov.au,07 4809 7000,,https://www.myagedcare.gov.au/find-a-provider/search/wxx12m01-central-west-hospital-and-health-service/aged-care-homes/alpha-and-jericho-multipurpose-health-service-xv9wbgwhr,3 GORDON Street,,ALPHA,QLD,4724,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:08:39.389Z,,,,,,
Algester Lodge,Bundaleer Lodge Nursing Home Pty Ltd,,algester-lodge,admissions@algesterlodge.com,07 3711 4711,http://algesterlodge.com/,https://www.myagedcare.gov.au/find-a-provider/search/yqq2lvqs-bundaleer-lodge-nursing-home-pty-ltd/aged-care-homes/algester-lodge-m0q031s7,117 DALMENY Street,,ALGESTER,QLD,4115,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room (renovated) + Private Ensuite|Bariatric + Private Ensuite|Single + Ensuite + Kitchenette|Single room (non-renovated) + Private Ensuite|Single Room + Shared Ensuite|Currently available|Shared Room + Private Ensuite|Single Room + Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,111.08,144.62,unknown,,unknown,,,unknown,,,,,2026-03-19T16:10:06.207Z,,,,,,
Churches Of Christ Fair Haven Aged Care Service Hervey Bay,Churches of Christ in Queensland,,churches-of-christ-fair-haven-aged-care-service-hervey-bay,jeff.davis@cofcqld.com.au,07 4124 8955,http://www.cofc.com.au/residentialagedcare/locations/residential-aged-care?locid=94,https://www.myagedcare.gov.au/find-a-provider/search/9tt59bfl-churches-of-christ-in-queensland/aged-care-homes/churches-of-christ-fair-haven-aged-care-xvzv7rr8,130 PANTLINS Lane,,URRAWEEN,QLD,4655,,,active,myagedcare,residential_aged_care,,,"Churches of Christ Care Fair Haven Aged Care Service is a 78-bed, resident care service offering a range of personal care, therapies and accommodation.",,,,,,,,Availability|Cottage Life Premium|Cottage Life Plus,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 80% satisfaction; prepared onsite,,,,,,,,,,,,,90.12,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T16:12:33.583Z,,,,,,
St Mary's Coolum Beach,Tilburg Proprietary Limited,,st-marys-coolum-beach,info@stmarysagedcare.com.au,07 5446 5096,http://stmarysagedcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/3225wmr5-tilburg-proprietary-limited/aged-care-homes/st-mary-s-coolum-beach-jmymg534,17 MAGENTA Drive,,COOLUM BEACH,QLD,4573,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Single Suite|Luxury Suite|Couples Suite|Couples Suite,,,,Nursing|Medication management|Dietitian,,,$11/day spend; 52% satisfaction; prepared onsite,,,,,,,,,,,,,125.75,132.04,unknown,,unknown,,,unknown,,,,,2026-03-19T16:12:48.749Z,,,,,,
Bupa Merrimac,Bupa Aged Care Australia Pty Ltd,,bupa-merrimac,agedcare@bupa.com.au,1800 718 336,https://www.bupaagedcare.com.au/aged-care-homes/bupa-merrimac,https://www.myagedcare.gov.au/find-a-provider/search/1fmfv92-bupa-aged-care-australia-pty-ltd/aged-care-homes/bupa-merrimac-hwtcvbb,3-5 Glenhaven Court,,MERRIMAC,QLD,4226,,,active,myagedcare,residential_aged_care,,,"Discover Bupa Merrimac, a charming care home in the heart of the Gold Coast. You’ll be close to the local community with the hospital and Robina Town Shopping Centre nearby.",,,,,,,,Availability|Superior|Classic|Classic patio,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 48% satisfaction; prepared onsite,,,,,,,,,,,,,133.09,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T16:13:03.917Z,,,,,,
Estia Health Southport,Estia Investments Pty Ltd,,estia-health-southport,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/southport/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-southport-n1912vw6,40 WILLIAM Street,,SOUTHPORT,QLD,4215,,,active,myagedcare,residential_aged_care,,,"Estia Health Southport is a modern and vibrant home, which joined our Gold Coast and Mudgeeraba aged care homes in 2019 to offer choice of care and services to the Gold Coast community. The home is close to public transport and a short walk to the shops and cafes at Chirn Park.",,,,,Residential respite,,,Availability|Currently available|Single room with ensuite|Riverview single rooms with ensuite,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,139.38,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T16:15:21.730Z,,,,,,
Nazareth Residential Aged Care,The Nazareth Lutheran Church of South Brisbane,,nazareth-residential-aged-care,facilitymanager1@nazcare.com.au,07 3391 5534,,https://www.myagedcare.gov.au/find-a-provider/search/kww4klm4-the-nazareth-lutheran-church-of-south-brisbane/aged-care-homes/nazareth-residential-aged-care-yqdq7xdd,23 HAWTHORNE Street,,WOOLLOONGABBA,QLD,4102,,,active,myagedcare,residential_aged_care,,,"Centrally located in Woolloongabba Qld, 'NazCare' is an Ageing In Place Not-for-profit facility providing comprehensive care and services to our ageing residents, in a charitable, Christian environment.",,,,,,,,Availability|Standard Private Rooms - 16|Premium Private Rooms - 8|Standard Private Rooms - 8|Standard Private Rooms - 8,,,,Nursing|Medication management,,,$12/day spend; 92% satisfaction; offsite,,,,,,,,,,,,,136.23,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T16:18:18.371Z,,,,,,
Regis Sippy Downs,Regis Group Pty Ltd,,regis-sippy-downs,advice@regis.com.au,1300 998 100,http://www.regis.com.au/aged-care-residences/queensland/regis-sippy-down/,https://www.myagedcare.gov.au/find-a-provider/search/799p701r-regis-group-pty-ltd/aged-care-homes/regis-sippy-downs-2r0r7q5c,94 UNIVERSITY Way,,SIPPY DOWNS,QLD,4556,,,active,myagedcare,residential_aged_care,,,"Regis Sippy Downs residents enjoy a relaxed environment with a nearby lake and the beach being only a 14-minute drive away on the stunning Sunshine Coast. Centrally located in a quiet residential precinct of Sippy Downs, the home is close to public transport and enjoys easy access to shops and restaurants.",,,,,,,,Availability|Private Premium|Private Select|Private Standard|Double Select|Private Standard,,,,Nursing|Medication management|Dietitian,,,$12/day spend; 58% satisfaction; offsite,,,,,,,,,,,,,115.34,161.48,unknown,,unknown,,,unknown,,,,,2026-03-19T16:18:33.487Z,,,,,,
Bethania Gardens,Pu-Fam Pty Ltd,,bethania-gardens,info@stjudes.com.au,(08) 9279 4343,https://stjudes.com.au/aged-care/bethania-gardens/,https://www.myagedcare.gov.au/find-a-provider/search/kw0spg85l1-pu-fam-pty-ltd/aged-care-homes/bethania-gardens-32zmg77pdy,87-91 STATION Road,,BETHANIA,QLD,4205,,,active,myagedcare,residential_aged_care,,,"Conveniently located just a short drive away from Brisbane, Bethania Gardens residential aged care facility provides the highest quality services to those seeking utmost care and comfort. Bethania Gardens boasts a comfortable and nurturing environment to provide a safe, relaxing lifestyle and peace of mind for residents. Our trained and experienced facility staff provide person centered care in a homely environment allowing residents to enjoy their privacy and independence in a communal atmosphere, with stunning views of the landscape designed to promote visual stimulus for our residents. For more information, please contact a friendly member of our team on (08) 9279 4343 or via email at info@stjudes.com.au",,,,,,,,Availability|Singe Room with Ensuite|Single Room with shared Bathroom|Twin Room|Single Room with shared Bathroom,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 77% satisfaction; prepared onsite,,,,,,,,,,,,,157.19,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T16:22:50.872Z,,,,,,
Beaumont Care Roslyn Lodge,Beaumont Care (Holdings) Pty Ltd,,beaumont-care-roslyn-lodge,concierge@beaumontcare.com.au,1300 217 336,http://www.beaumontcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/fynmr3d7k-beaumont-care-holdings-pty-ltd/aged-care-homes/beaumont-care-roslyn-lodge-jmc26r7r2,24-30 MAIN WESTERN Road,,TAMBORINE MOUNTAIN,QLD,4272,,,active,myagedcare,residential_aged_care,,,"Beautiful views with a rural outlook, tranquil gardens, quiet reading nooks, and a family-like atmosphere is what makes this home so special. Beaumont Care Mount Tamborine is a stone throw from shops and amenities with activities, outings, and get-togethers to keep you active and sociable. This quaint residential aged care community offers a range of accommodation options - residents enjoy a private room with an ensuite, and three rooms cater to couples or friends who wish to live together. There are lounge areas and a dining room where residents can enjoy the companionship of others and quiet reading areas and a tranquil courtyard. Our caring and highly qualified staff are passionate about ensuring that every resident and client is treated with respect, dignity, and warmth. Beaumont Care is Australian family owned and operated and provides quality, person-centred care and support services designed to suit a range of individual needs – it’s warm-hearted care your way.",,,,,,,,Availability|Currently available|Single room + ensuite|Deluxe Single Room (with Ensuite and Sitting Area)|Currently available|Shared room + ensuite|Deluxe Shared Room (with Ensuite and Sitting Area),,,,Nursing|Medication management,,,$15/day spend; 83% satisfaction; prepared onsite,,,,,,,,,,,,,83.84,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T16:24:08.511Z,,,,,,
Loreto,Mercy Community Services North Queensland Limited,,loreto,admin.lh@mercycommunity.org.au,07 4728 3737,https://mercycommunity.org.au/aged-care-services/residential-aged-care/townsville/,https://www.myagedcare.gov.au/find-a-provider/search/hffnhzy7-mercy-community-services-north-queensland/aged-care-homes/loreto-g3j302hx,20 Fulham Road,,PIMLICO,QLD,4812,,,active,myagedcare,residential_aged_care,,,"Mercy Community, Loreto Nursing Home offers a unique and inviting atmosphere for residents. The 36-bed residential aged care facility provides a small home-like environment which truly feels like a boutique-style community. Our intimate atmosphere is created by our small size and personalised approach to care.",,,,,,,,Availability|Standard room,,,,Nursing|Medication management|Dietitian,,,$34/day spend; 75% satisfaction; offsite,,,,,,,,,,,,,115.34,115.34,unknown,,unknown,,,unknown,,,,,2026-03-19T16:25:23.596Z,,,,,,
Mercy Community Services - Emmaus,Mercy Community Services SEQ Limited,,mercy-community-services-emmaus,gemma.belle@mercycs.org.au,07 3866 4160,http://www.mercycs.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/3s1kw7s7-mercy-community-services-seq-limited/aged-care-homes/mercy-community-services-emmaus-g3n8xpfh,131 Queens Road,,NUDGEE,QLD,4014,,,active,myagedcare,residential_aged_care,,,"Mercy Community, Nudgee is one unified community that extends across 4 single-level buildings – Emmaus, Mary Damian Centre, Bethesda and Allambe. Nestled in a quiet bushland setting, Nudgee offers 203 spacious, modern aged care suites in a comfortable and welcoming environment.",,,,,,,,Availability|Emmaus room|Allambe room|Bethesda room|Mary Damian Centre room|Couples Room,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 81% satisfaction; prepared onsite,,,,,,,,,,,,,96.41,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T16:27:05.637Z,,,,,,
The Good Shepherd Nursing Home,The Good Shepherd Limited,,the-good-shepherd-nursing-home,admin@tgsh.org.au,07 4772 9900,http://www.thegoodshepherdhome.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/5jjc5vyt-the-good-shepherd-limited/aged-care-homes/the-good-shepherd-nursing-home-p5h5s5q7,565 UNIVERSITY Road,,ANNANDALE,QLD,4814,,,active,myagedcare,residential_aged_care,,,The Good Shepherd Home is surrounded by the beautiful Palmetum Botanical Gardens and faces the picturesque Ross River in Townsville. The Home has a solid reputation in the community and is designed to offer a broad range of accommodation options for 240 residents.,,,,,,,,Availability|Life Style Gardenview|Life Style Riverside|Hibiscus - Lifestyle Garden or River Views|Premium Plus Extra Service|Lifestyle & Premium Extra Service|Premium Plus PH2|Premium PH1 and PHG|Comfort,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 57% satisfaction; prepared onsite,,,,,,,,,,,,,69.16,69.16,unknown,,unknown,,,unknown,,,,,2026-03-19T16:28:34.470Z,,,,,,
Bolton Clarke Carrington,RSL Care RDNS Limited,,bolton-clarke-carrington,carringtonrac@boltonclarke.com.au,07 3711 1100,https://www.boltonclarke.com.au/living-options/residential-aged-care/carrington/,https://www.myagedcare.gov.au/find-a-provider/search/m00wm5dk-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-carrington-5jfj8812,16 BLAIRMOUNT Street,,PARKINSON,QLD,4115,,,active,myagedcare,residential_aged_care,,,"The newly refurbished Carrington offers contemporary, accessible rooms created with comfort in mind. Surrounded by small parks, the Carrington community has beautiful manicured gardens with loads of space for friends and families to meet and catch up. Light, bright indoor shared spaces are tastefully appointed and there are plenty of communal areas to relax and enjoy your day. A billiards room, coffee club, hair salon and computer room are available to residents with BBQ areas as well. Our chefs have developed daily changing menus and these are rotated every four weeks to make use of fresh and seasonal produce. Our meals are tasty and nutritious and the kitchens at Bolton Clarke are overseen by an award-winning team. Our services include dementia care, respite care, a registered nurse on duty 24/7, visiting GP and allied health professionals, hairdressing, a community bus service and outings. Discover best practice aged care in a welcoming environment.",,,,,Residential respite|Dementia,,,Availability|Premium|Superior,,,,Nursing|Medication management|Dietitian,,,$18/day spend; 81% satisfaction; offsite,,,,,,,,,,,,,144.62,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T16:29:20.820Z,,,,,,
Estia Health Hervey Bay,Estia Investments Pty Ltd,,estia-health-hervey-bay,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/hervey-bay/,https://www.myagedcare.gov.au/find-a-provider/search/52cd5bls3n-estia-investments-pty-ltd/aged-care-homes/estia-health-hervey-bay-c9z0n7t32q,8 MEDICAL Place,,URRAWEEN,QLD,4655,,,active,myagedcare,residential_aged_care,,,"Our home is stylishly decorated and features vibrant fabrics throughout the home, celebrating Queensland’s unique relaxed coastal atmosphere.",,,,,Residential respite|Dementia,,,Availability|Currently available|Single room with ensuite,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 27% satisfaction; prepared onsite,,,,,,,,,,,,,119.47,119.47,unknown,,unknown,,,unknown,,,,,2026-03-19T16:30:15.557Z,,,,,,
Lutheran Services - St Pauls,LUTHERAN CHURCH OF AUSTRALIA QUEENSLAND DISTRICT,,lutheran-services-st-pauls,ram.korla@lutheranservices.org.au,07 5495 1300,https://www.lutheranservices.org.au/aged-care/st-pauls/,https://www.myagedcare.gov.au/find-a-provider/search/s663sc90-lutheran-church-of-australia-queensland/aged-care-homes/lutheran-services-st-pauls-p5h5s5md,10 TOMLINSON Road,,CABOOLTURE,QLD,4510,,,active,myagedcare,residential_aged_care,,,"St Paul's is part of Lutheran Services, one of Queensland's longest established aged care providers. We welcome people of all beliefs, faiths and world views.",,,,,,,,Availability|Private Ensuite room|Private Ensuite room - Memory Support,,,,Nursing|Medication management,,,$15/day spend; 77% satisfaction; prepared onsite,,,,,,,,,,,,,110.03,120.51,unknown,,unknown,,,unknown,,,,,2026-03-19T16:30:40.392Z,,,,,,
Arcare Noosa,Arcare Pty Ltd,,arcare-noosa,chantelle.whitehead@arcare.com.au,1300 272 273,https://arcare.com.au/residence-locations/noosa/,https://www.myagedcare.gov.au/find-a-provider/search/wxdkd51shr-arcare-pty-ltd/aged-care-homes/arcare-noosa-9tzff5hxcd,52 GOODCHAP Street,,NOOSAVILLE,QLD,4566,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Classic|Deluxe|Premiere|Grande,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,145.66,182.34,unknown,,unknown,,,unknown,,,,,2026-03-19T16:31:41.488Z,,,,,,
St Vincent's Care Services Kangaroo Point - Lilian Cooper,St Vincent's Care Services Ltd,,st-vincents-care-services-kangaroo-point-lilian-cooper,svcs.info@svha.org.au,1300 719 243,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/kangaroo-point,https://www.myagedcare.gov.au/find-a-provider/search/2rr927c5-st-vincent-s-care-services-ltd/aged-care-homes/st-vincent-s-care-services-kangaroo-point-kwswr630,411 MAIN Street,,KANGAROO POINT,QLD,4169,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Standard Plus Room|Standard Shared Room|Standard Shared Room - Shared Ensuite,,,,Nursing|Medication management,,,$0/day spend; ?% satisfaction; offsite,,,,,,,,,,,,,61.83,72.31,unknown,,unknown,,,unknown,,,,,2026-03-19T16:31:58.123Z,,,,,,
Ballycara Aged Care,Ballycara Limited,,ballycara-aged-care,njoy@ballycara.com,1300 272 222,https://www.ballycara.com/residential-care,https://www.myagedcare.gov.au/find-a-provider/search/322738x6-ballycara-limited/aged-care-homes/ballycara-aged-care-p7t5n5p,,,,QLD,4020,,,active,myagedcare,residential_aged_care,,,"At BallyCara, we are more than a place to live - we are a warm welcoming community where Residents feel supported, valued, and connected. Our beautiful coastal location and friendly environment create a sense of belonging where Residents can continue to live with purpose and joy.",,,,,,,,Availability|Hibernian Villa - Frangipani/Hibiscus|Sunnyside Jacana/ Heron (Memory Support)|Hibernian Villa - Pelican/Egret Premium|Hibernian Villa - Frangipani/Hibiscus (With Patio)|Hibernian Villa - Pelican/Egret|Hibernian Villa - Pelican/Egret (Shared Ensuite)|Hibernian Villa - Pelican/Egret (Shared Ensuite),,,,Nursing|Medication management|Dietitian,,,$14/day spend; 89% satisfaction; prepared onsite,,,,,,,,,,,,,88.45,118.42,unknown,,unknown,,,unknown,,,,,2026-03-19T16:32:13.357Z,,,,,,
Regis Salisbury,Regis Group Pty Ltd,,regis-salisbury,advice@regis.com.au,1300 998 100,http://www.regis.com.au/aged-care-residences/queensland/regis-salisbury/,https://www.myagedcare.gov.au/find-a-provider/search/rddtrt9v-regis-group-pty-ltd/aged-care-homes/regis-salisbury-79w9zklg,279 LILLIAN Avenue,,SALISBURY,QLD,4107,,,active,myagedcare,residential_aged_care,,,Regis Salisbury is nestled amongst lush tropical gardens with meandering sheltered walkways. Our award-winning aged care home is also surrounded by parks including the Toohey Forest Conservation Park.,,,,,,,,Availability|Private Standard|Double Select|Private Standard,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 76% satisfaction; offsite,,,,,,,,,,,,,115.09,164.43,unknown,,unknown,,,unknown,,,,,2026-03-19T16:32:44.074Z,,,,,,
Estia Health Mudgeeraba,Estia Investments Pty Ltd,,estia-health-mudgeeraba,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/mudgeeraba/,https://www.myagedcare.gov.au/find-a-provider/search/799p7vrn-estia-investments-pty-ltd/aged-care-homes/estia-health-mudgeeraba-p5h5wr58,21-25 Old Coach Road,,MUDGEERABA,QLD,4213,,,active,myagedcare,residential_aged_care,,,"Estia Health Mudgeeraba is an elegant and welcoming home which sits in a pretty village at the foothills of the Gold Coast hinterland. Residents enjoy the tranquillity of a rural setting built across 6 acres surrounded by parks, gums and wildlife, with three separate parts to the home creating its own village and community feel and offering a range of options to meet people’s preferences and needs.",,,,,,,,Availability|Currently available|Single room and ensuite|Single room with ensuite|Single room with ensuite|Single room with ensuite|Single Room with Ensuite,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 61% satisfaction; prepared onsite,,,,,,,,,,,,,118.42,118.42,unknown,,unknown,,,unknown,,,,,2026-03-19T16:33:09.275Z,,,,,,
Sunrise Beach Aged Care,UnitingCare Queensland Limited,,sunrise-beach-aged-care,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/sunrise-beach,https://www.myagedcare.gov.au/find-a-provider/search/x8fmh3q6zw-unitingcare-queensland-limited/aged-care-homes/sunrise-beach-aged-care-sv3fw8100g,4 Grasstree Court,,SUNRISE BEACH,QLD,4567,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Room 5 - Premium single room + private ensuite|Room 3 - Premium single room + private ensuite|Room 4 - Deluxe single room + private ensuite|Room 1 - Single room + private ensuite|Room 6 - Superior single room + private ensuite|Room 1 - Single room + private ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,184.55,219.15,unknown,,unknown,,,unknown,,,,,2026-03-19T16:33:49.729Z,,,,,,
Weipa Integrated Health Service,Torres and Cape Hospital and Health Service,,weipa-integrated-health-service,tba@health.qld.gov.au,07 4082 3900,,https://www.myagedcare.gov.au/find-a-provider/search/73gtgc16-torres-and-cape-hospital-and-health-service/aged-care-homes/weipa-integrated-health-service-fy5hm22q5,407 John Evans Drive,,WEIPA,QLD,4874,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:35:17.145Z,,,,,,
Southern Cross Care Facility Caloundra,Southern Cross Care (QLD) Ltd,,southern-cross-care-facility-caloundra,caaadministration@sccqld.com.au,07 5492 6866,http://www.sccqld.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/l88xqdk1-southern-cross-care-qld-ltd/aged-care-homes/southern-cross-care-facility-caloundra-hf2fl23j,57 VILLAGE Way,,CALOUNDRA,QLD,4551,,,active,myagedcare,residential_aged_care,,,"A supportive, welcoming community with beautiful surroundings, Southern Cross Care Caloundra invites you to pursue your interests and hobbies in a homely environment.",,,,,,,,Availability|Superior,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 45% satisfaction; offsite,,,,,,,,,,,,,115.27,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T16:35:47.562Z,,,,,,
Churches Of Christ Fair Haven Aged Care Service Maryborough,Churches of Christ in Queensland,,churches-of-christ-fair-haven-aged-care-service-maryborough,fairhavenmbacs@cofcqld.com.au,07 4122 5600,https://www.cofc.com.au/residentialagedcare/locations/residential-aged-care?locid=95,https://www.myagedcare.gov.au/find-a-provider/search/5jjc5rff-churches-of-christ-in-queensland/aged-care-homes/churches-of-christ-fair-haven-aged-care-hf2fqc8m,15 MORNING Street,,MARYBOROUGH,QLD,4650,,,active,myagedcare,residential_aged_care,,,"Churches of Christ Care Fair Haven Aged Care Service is a 90-bed, resident care service offering a range of personal care, therapies and accommodation. The service is also conveniently co-located with Fair Haven Retirement Village, which can be beneficial for people who may have changing care and accommodation needs.",,,,,,,,Availability|Premium Plus|Premium|Standard|Companionship,,,,Nursing|Medication management|Dietitian,,,$18/day spend; 66% satisfaction; prepared onsite,,,,,,,,,,,,,62.88,83.84,unknown,,unknown,,,unknown,,,,,2026-03-19T16:36:19.513Z,,,,,,
Woorabinda Multipurpose Health Service,Central Queensland Hospital and Health Service,,woorabinda-multipurpose-health-service,julie.mcrae@health.qld.gov.au,07 4913 2800,,https://www.myagedcare.gov.au/find-a-provider/search/fyy3txv7-central-queensland-hospital-and-health-service/aged-care-homes/woorabinda-multipurpose-health-service-26sv6m0dx,1 MUNNS Drive,,WOORABINDA,QLD,4713,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:36:29.618Z,,,,,,
The Plains,Bethany Christian Care,,the-plains,theplains@bethanycc.org.au,07 3737 5000,http://www.bethanycc.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/9tt59qsd-bethany-christian-care/aged-care-homes/the-plains-wx6x772q,333 Underwood Road,,EIGHT MILE PLAINS,QLD,4113,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room with ensuite|Currently available|Double room with ensuite,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 76% satisfaction; prepared onsite,,,,,,,,,,,,,125.75,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T16:36:45.002Z,,,,,,
Bolton Clarke Pioneers,RSL Care RDNS Limited,,bolton-clarke-pioneers,pioneersrac@boltonclarke.com.au,07 4658 4900,http://www.boltonclarke.com.au/living-options/residential-aged-care/pioneers/,https://www.myagedcare.gov.au/find-a-provider/search/s663sgc9-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-pioneers-kwswr919,1-31 SPARROW Street,,LONGREACH,QLD,4730,,,active,myagedcare,residential_aged_care,,,"Pioneers' residents are encouraged to take advantage of the indoor and outdoor spaces available for relaxation and socialising. Regular social events and activities include concerts and entertainment, indoor bowls, games, arts and crafts and movie days.With taste and nutrition in mind our menus change daily with each menu rotated every four weeks and are driven by fresh seasonal produce.Our services include respite care, a registered nurse 24/7, visiting GP and allied health professionals, a village bus service and outings.",,,,,Residential respite,,,Availability|Premium|Comfort Plus|Comfort Plus,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 76% satisfaction; prepared onsite,,,,,,,,,,,,,86.98,92.22,unknown,,unknown,,,unknown,,,,,2026-03-19T16:37:00.365Z,,,,,,
Forest View Aged Persons Home,Forest View Childers Inc,,forest-view-aged-persons-home,sharon.osullivan@forestviewcare.com,07 4126 2455,https://forestviewcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/0bbx0369-forest-view-childers-inc/aged-care-homes/forest-view-aged-persons-home-ck1kf00r,,,,QLD,4660,,,active,myagedcare,residential_aged_care,,,"Aged Care Facility, Community-based non-profit organisation, governed by Board members from Childers community, 30 beds, Ageing in Place",,,,,,,,Availability|rooms 1-29,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 69% satisfaction; prepared onsite,,,,,,,,,,,,,104.58,104.58,unknown,,unknown,,,unknown,,,,,2026-03-19T16:39:42.074Z,,,,,,
Mitchell Multipurpose Health Service,South West Hospital and Health Service,,mitchell-multipurpose-health-service,anna.cross@health.qld.gov.au,07 4623 1277,,https://www.myagedcare.gov.au/find-a-provider/search/g33pkfgh-south-west-hospital-and-health-service/aged-care-homes/mitchell-multipurpose-health-service-n1qdk773p,95 ANN Street,,MITCHELL,QLD,4465,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:39:52.086Z,,,,,,
